T,X,V,WW,P
1,0,10,24000.0,0
1.95411963885381,10,10.9617318264469,23408.16240744819,1282.64 - 170.32*log(3)
2.83550667700257,20,11.7297750080618,22839.189361517296,1091.69122051131
3.66939661154038,30,12.2542055769603,22426.461797081043,955.018078615922
4.47253512774442,40,12.6480990647447,22106.39982234767,877.520715496750
5.24690089793031,50,13.1794888401272,21659.114134767613,1116.55584210889
5.99782038883260,60,13.4545248488350,21354.366755029783,847.708650776069
6.73418469828704,70,13.7059441516486,21072.117146699205,850.115926865400
7.45311490182845,80,14.1131680535158,20653.583759511457,1119.91489940706
8.15413286437713,90,14.4167713609983,20310.962313499807,1022.44263772812
8.84106986435164,100,14.6979800656133,19935.742057763353,1031.85854191077
9.51872502882093,110,14.8155557984026,19703.625092678965,795.109243850612
10.1912700968209,120,14.9222282574306,19491.19591869727,790.382352652712
10.8558220379532,130,15.1732372165311,19128.84955300491,1056.71734749835
11.5124628763219,140,15.2848135646041,18920.258444039802,842.077331473814
12.1626931169676,150,15.4735220983748,18589.78966260205,997.592729968043
12.8065989509455,160,15.5869201971125,18344.53734994492,883.187889846344
13.4463004239171,170,15.6776631203129,18139.472957149806,854.815174055527
14.0813952249453,180,15.8136984333017,17847.32209310963,953.211223369399
14.7131487558169,190,15.8442172294821,17703.155317204437,766.348433120910
15.3432333807245,200,15.8975507956200,17492.650249886938,814.185538110386
15.9712625428375,210,15.9481041620426,17263.395053235145,815.082563238722
16.5978864188835,220,15.9689688454518,17071.25193771576,762.624019695964
17.2218895585135,230,16.0821519419554,16794.789614941845,947.986474711186
17.8428948079983,240,16.1236949757485,16597.13799075057,819.165613255300
18.4637361175819,250,16.0906562461665,16486.806733753234,674.550069471705
19.0832875563824,260,16.1907634188760,16235.692416458718,938.102791142836
19.6994150512031,270,16.2700505654448,15994.609540946796,909.022772677611
20.3147084428413,280,16.2347679029460,15884.329258563886,684.916767019767
20.9295331609345,290,16.2948286006365,15634.882330921198,875.354495749318
21.5438966931558,300,16.2591869798250,15540.183266854829,686.725248414760
22.1592062505864,310,16.2447775019145,15378.548291058154,726.221836753418
22.7756578230918,320,16.1989713536821,15245.058523350805,661.027768861751
23.3936780430001,330,16.1624293832808,15138.941530534992,675.136366879617
24.0110030286034,340,16.2354169155456,14891.913318378261,892.539917913949
24.6253737792055,350,16.3182161804313,14605.789260958969,922.048934590190
25.2374574227310,360,16.3570565728178,14362.306509954304,842.072810668241
25.8478791355461,370,16.4071776936301,14126.700536569222,870.201696891875
26.4568624820375,380,16.4344428781420,13918.033782266948,828.826780060971
27.0663959073581,390,16.3775394827642,13815.014520567805,657.142327013750
27.6763848883156,400,16.4099380362621,13597.337674425138,835.932669922098
28.2871117366609,410,16.3379263390934,13513.322124727807,623.595314137997
28.8987215963807,420,16.3626583263712,13311.89017516386,815.325783518553
29.5095874192080,430,16.3777557754246,13143.662476216852,798.320653430943
30.1195340603509,440,16.4119977061679,12941.216291333996,839.786290057815
30.7296139596580,450,16.3705935949292,12846.597389180888,686.920826328722
31.3403814554381,460,16.3750913640501,12670.367759711971,777.316100368618
31.9512091177460,470,16.3673681447993,12486.606929576077,752.567049650587
32.5631376274802,480,16.3161883194773,12390.168819498615,662.274864604847
33.1761383475145,490,16.3102007635279,12223.42970446041,749.632394227151
33.7900261782300,500,16.2690409143705,12099.141490325053,677.038128221726
34.4053086341574,510,16.2363552777780,12006.50186280151,690.091372281043
35.0209815290056,520,16.2484270918128,11845.126799756681,777.588208373088
35.6380426495995,530,16.1632730340203,11775.70379790534,581.931905411064
36.2575942008509,540,16.1181407718249,11671.655692340582,654.316432146228
36.8782950371343,550,16.1035010093526,11524.294477691625,710.735656633859
37.4988933965831,560,16.1234613979656,11363.484562976326,778.394518899578
38.1197092417110,570,16.0922111834588,11226.983090006852,678.097241189499
38.7418982060109,580,16.0523640944115,11113.328417086768,657.841090636105
39.3645712877207,590,16.0672193394556,10966.81410541323,762.419987267820
39.9884802096503,600,15.9887415500687,10886.97461993687,579.036616842731
40.6129397890923,610,16.0389519283005,10660.128506720763,825.286832514403
41.2378014466280,620,15.9681327740566,10603.513133320874,591.572456581515
41.8644595541845,630,15.9471967474659,10470.175054021638,682.693076313147
42.4904329350726,640,16.0030436471442,10268.250463436238,831.442296063944
43.1168451057179,650,15.9248162145093,10197.456612989487,573.828902371715
43.7458224259696,660,15.8728326927632,10137.021487792985,617.847572166347
44.3753704490366,670,15.8959907602366,9959.502688488252,758.689527190198
45.0045059608810,680,15.8936628572584,9811.717662723526,711.561587544551
45.6335918834037,690,15.8984966617451,9689.26096021786,725.266532424167
46.2620047942482,700,15.9277113216701,9516.544660743397,773.402169658330
46.8905724499778,710,15.8906614782866,9435.670407081638,647.169891580797
47.5189994548834,720,15.9348327221146,9239.405227649304,801.765953404456
48.1485930592192,730,15.8316907340749,9214.732779788346,519.590653983008
48.7814150911891,740,15.7727714837517,9177.720581742333,595.838824961337
49.4154504136170,750,15.7712124119938,9027.57883522303,700.103014950740
50.0511748717411,760,15.6889583340193,8981.335045353298,545.989637380415
50.6896421731769,770,15.6360601203688,8944.878041548274,594.296634888373
51.3304978296442,780,15.5722155625685,8880.230757491929,569.020174139693
51.9727751215094,790,15.5669828075294,8743.766242469894,672.561096217079
52.6154886520192,800,15.5510799849779,8658.231827411742,652.122128125987
53.2586071032441,810,15.5473902298149,8516.540267718825,673.305920424827
53.9023414236102,820,15.5213276670743,8445.486048187964,631.312053084265
54.5462305204937,830,15.5399220058918,8309.716848854338,711.739380908400
