0.995879782	0.898065666	0.080604759	0.292351301	1.41E-05	0.000144466	0	0.074587047	0.038081866	0.093638804	0.084425077	1
0.019008953	0.082041204	0.656750102	0.290868225	2.54E-05	0.000312444	0.102189608	0.620591536	0.170416352	0.094381896	0.100254779	1
0.006339635	0.130758075	0.091193233	0.693337897	1.23E-05	0.000211349	0.118211522	0.097799491	0.014386483	0.081762778	0.100254779	1
0.030116983	0.342102726	0.010787008	0.06479187	0	0	0.163180032	0.022188366	0.002750357	0.091141398	0.100254779	1
0.027244138	0.039468429	0.044603947	0.033832665	0.000437432	0.004279213	0.089072246	0.066906458	0.003490838	0.094271455	0.097616496	1
0.03863701	0.059270635	0.231821403	0.027251516	0.000515288	0.005126328	0.090429476	0.260115924	0.015973227	0.093256439	0.097616496	1
0.008212259	0.120671761	0.263983893	0.235067501	0.000524638	0.005009417	0.115128213	0.271039428	0.128632082	0.081456263	0.100254779	1
0.019864288	0.05791509	0.454576426	0.244614801	0.000526429	0.005038712	0.095943784	0.445644802	0.288893269	0.09254816	0.100254779	1
0.003075743	0.05557361	0.087685801	0.168514478	0.000532255	0.005099905	0.100595402	0.126473688	0.013117087	0.095158307	0.100254779	1
0.000705763	0.055965413	0.087421089	0.016313833	0.000758936	0.005263756	0.101431075	0.150198172	0.00285614	0.092573371	0.097616496	1
0.020566191	0.0410781	0.069354505	0.053112649	0.018994255	0.006947448	0.091552267	0.079536759	0.00465445	0.094347602	0.087063361	1
0.011711358	0.084734852	0.03864793	0.01826037	0.021356127	0.007197907	0.10513138	0.067418497	0.000528915	0.095943722	0.097616496	1
0.01206866	0.036302758	0.276491528	0.198268685	0.021343638	0.005380196	0.093016912	0.123742812	0.343371495	0.092658118	0.100254779	1
0.015664505	0.037715066	0.143937069	0.095658384	0.02845023	0.007129709	0.092246335	0.155318564	0.087694075	0.089552613	0.094978212	1
0.001061373	0.042074879	0.003639788	0.086667237	0.035704542	0.005672813	0.097877708	0.005632431	0.000211566	0.094156225	0.097616496	1
5.32E-05	0.032960784	0.008801669	0.01204999	0.035809838	0.006080422	0.095933097	0.01314234	0.005818063	0.093090891	0.097616496	1
0.017423324	0.025753702	0.152804916	0.016777294	0.027572279	0.007385557	0.088733791	0.148662054	0.020839244	0.0912303	0.097616496	1
0.016603757	0.029842882	0.116407036	0.010288838	0.027777697	0.009354287	0.090002635	0.109917753	0.005183365	0.093504867	0.097616496	1
0.025340179	0.032126729	0.031765422	0.0847207	0.02789005	0.009941197	0.087846066	0.028503517	0.054584008	0.090434008	0.097616496	1
0.023954402	0.035262289	0.022235795	0.023358443	0.027953808	0.010360724	0.089055022	0.012118262	0.002750357	0.093329788	0.097616496	1
0.01479589	0.021933085	0.045927506	0.046716885	0.028164306	0.012081095	0.088605715	0.081926275	0.035754641	0.091391654	0.097616496	1
0.004509432	0.009321262	0.016213601	0.020577676	0.028446721	0.014300529	0.088685708	0.01331302	0.004971799	0.089257549	0.097616496	1
0.024122361	0.032010453	0.102840554	0.103444531	0.02850988	0.014696676	0.088196765	0.116915622	0.012588172	0.095189054	0.097616496	1
0.010688396	0.024702399	0.044140701	0.051814958	0.028568212	0.015233917	0.090572089	0.062298105	0.005183365	0.092984234	0.097616496	1
0.00130737	0.007227825	0.032361024	0.025768441	0.028586749	0.015383894	0.089164762	0.062468785	0.024753213	0.090208534	0.089701645	1
0.005072712	0.006558125	0.016147423	0.013903835	0.028726177	0.031595226	0.087825371	0.01996953	0.00465445	0.093020061	0.097616496	1
0.00583201	0.007354619	0.052876192	0.041711505	0.02886775	0.032619886	0.087786144	0.069295975	0.019146716	0.094261068	0.097616496	1
0.000250058	0.011951306	0.004897169	0.023358443	0.028993794	0.033710013	0.090664898	0.010411464	0.000634698	0.092498948	0.097616496	1
4.34E-05	0.017289911	0.001985339	0.03448151	0.038626692	0.044849824	0.092052387	0.002901556	0.000423132	0.098704888	0.094978212	0
0.003344969	0.018083148	0.018265118	0.034574203	0.035522992	0.045333135	0.09122009	0.029015556	0.000740481	0.095655377	0.097616496	1
0.000604831	0.008154505	0.008603135	0.0751734	0.035531978	0.03414981	0.089613361	0.018604092	0.016184793	0.096090723	0.097616496	1
0.000366675	0.008459536	0.071935445	0.017333447	0.047494242	0.045637763	0.089763176	0.046424889	0.001375179	0.09682755	0.094978212	1
0.00912316	0.011883795	0.026338829	0.028456515	0.035679984	0.034568424	0.087882987	0.041304497	0.009097335	0.0840174	0.089701645	1
0.006647879	0.015213745	0.044339235	0.018909215	0.035897846	0.036990193	0.089479649	0.076805883	0.00751059	0.085559535	0.097616496	1
0.004092063	0.005804523	0.013500304	0.022153444	0.035984591	0.037886132	0.087944208	0.017580013	0.003385055	0.093688531	0.097616496	1
0.003098934	0.007129101	0.03864793	0.049590344	0.048006575	0.050730492	0.088581978	0.071173452	0.021473941	0.09173011	0.084425077	0
0.005968718	0.007608174	0.012573813	0.035593817	0.036058702	0.03846531	0.087806381	0.01331302	0.029619229	0.092432222	0.097616496	1
0.001806144	0.011226734	0.024287312	0.024470749	0.049658118	0.051332541	0.090000391	0.040109739	0.000846264	0.092649953	0.089701645	1
6.34E-05	0.007714912	0.008470779	0.010937683	0.049860321	0.052093491	0.089673134	0.009216706	0.000211566	0.092346702	0.081786794	1
0.000586597	0.005919218	0.071538378	0.025397672	0.037567069	0.039894006	0.089065063	0.136714472	0.056593885	0.093118426	0.092339928	1
0.000717498	0.005047393	0.045861328	0.017704216	0.037627851	0.040236601	0.088808202	0.082950354	0.001375179	0.093389602	0.100254779	1
7.43E-06	0.007841146	0.005294237	0.017148063	0.050948949	0.040604493	0.089721872	0.001194758	0.002961923	0.08818005	0.073871943	1
0.001250222	0.008108351	0.003838322	0.017148063	0.051615398	0.081111324	0.089400795	0.003242915	0.000634698	0.079803635	0.060680524	1
0.004114207	0.005743887	0.026140295	0.067387253	0.038834964	0.041343539	0.08792228	0.036013425	0.003490838	0.091279374	0.097616496	1
0.004101533	0.006891687	0.016147423	0.014738065	0.051939389	0.056264408	0.088210693	0.01945749	0.00677011	0.095684735	0.076510226	0
0.006321155	0.009722778	0.05327326	0.026695363	0.039501084	0.045013142	0.088220619	0.075099086	0.015655878	0.093358497	0.097616496	1
0.005709721	0.008712996	0.06008959	0.100849149	0.039594637	0.045598391	0.088160906	0.063663543	0.081135532	0.095426825	0.097616496	1
