t,V,X,P
2322.51748483412,11.2050151850042,25190,474.974802693751
2323.41000943351,11.2041729794641,25200,474.904845847894
2324.30260112522,11.2033308094220,25210,474.834899674860
2325.19525991651,11.2024886749330,25220,474.764964177674
2326.08798581463,11.2016465760524,25230,474.695039359362
2326.98077882682,11.2008045128355,25240,474.625125222948
2327.87363896033,11.1999624853374,25250,474.555221771461
2328.76656622241,11.1991204936135,25260,474.485329007927
2329.65956062028,11.1982785377191,25270,474.415446935377
2330.55262216118,11.1974366177097,25280,474.345575556841
2331.44575085235,11.1965947336405,25290,474.275714875350
2332.33894670101,11.1957528855671,25300,474.205864893936
2333.23220971438,11.1949110735450,25310,474.136025615632
2334.12553989969,11.1940692976296,25320,474.066197043474
2335.01893726415,11.1932275578766,25330,473.996379180496
2335.91240181498,11.1923858543414,25340,473.926572029735
2336.80593355937,11.1915441870798,25350,473.856775594229
2337.69953250456,11.1907025561473,25360,473.786989877017
2338.59319865772,11.1898609615997,25370,473.717214881138
2339.48693202607,11.1890194034927,25380,473.647450609632
2340.38073261680,11.1881778818821,25390,473.577697065543
2341.27460043710,11.1873363968236,25400,473.507954251912
2342.16853549416,11.1864949483731,25410,473.438222171784
2343.06253779517,11.1856535365865,25420,473.368500828204
2343.95660734731,11.1848121615196,25430,473.298790224217
2344.85074415775,11.1839708232284,25440,473.229090362872
2345.74494823368,11.1831295217688,25450,473.159401247215
2346.63921958226,11.1822882571969,25460,473.089722880297
2347.53355821067,11.1814470295687,25470,473.020055265168
2348.42796412606,11.1806058389403,25480,472.950398404879
2349.32243733560,11.1797646853679,25490,472.880752302483
2350.21697784644,11.1789235689074,25500,472.811116961032
2351.11158566574,11.1780824896152,25510,472.741492383582
2352.00626080065,11.1772414475474,25520,472.671878573189
2352.90100325831,11.1764004427604,25530,472.602275532908
2353.79581304588,11.1755594753103,25540,472.532683265798
2354.69069017048,11.1747185452535,25550,472.463101774917
2355.58563463925,11.1738776526464,25560,472.393531063326
2356.48064645933,11.1730367975454,25570,472.323971134085
2357.37572563785,11.1721959800069,25580,472.254421990256
2358.27087218192,11.1713552000873,25590,472.184883634902
2359.16608609868,11.1705144578432,25600,472.115356071088
2360.06136739524,11.1696737533311,25610,472.045839301878
2360.95671607871,11.1688330866075,25620,471.976333330339
2361.85213215620,11.1679924577292,25630,471.906838159539
2362.74761563483,11.1671518667526,25640,471.837353792544
2363.64316652169,11.1663113137346,25650,471.767880232425
2364.53878482389,11.1654707987317,25660,471.698417482253
2365.43447054852,11.1646303218009,25670,471.628965545099
2366.33022370267,11.1637898829987,25680,471.559524424035
2367.22604429344,11.1629494823821,25690,471.490094122135
2368.12193232790,11.1621091200079,25700,471.420674642474
2369.01788781315,11.1612687959331,25710,471.351265988128
2369.91391075625,11.1604285102144,25720,471.281868162173
2370.81000116428,11.1595882629090,25730,471.212481167688
2371.70615904432,11.1587480540737,25740,471.143105007751
2372.60238440343,11.1579078837657,25750,471.073739685443
2373.49867724867,11.1570677520419,25760,471.004385203844
2374.39503758710,11.1562276589595,25770,470.935041566038
2375.29146542578,11.1553876045757,25780,470.865708775106
2376.18796077176,11.1545475889476,25790,470.796386834134
2377.08452363208,11.1537076121323,25800,470.727075746206
2377.98115401381,11.1528676741873,25810,470.657775514410
2378.87785192396,11.1520277751697,25820,470.588486141833
2379.77461736959,11.1511879151368,25830,470.519207631563
2380.67145035772,11.1503480941461,25840,470.449939986690
2381.56835089539,11.1495083122549,25850,470.380683210304
2382.46531898962,11.1486685695206,25860,470.311437305499
2383.36235464744,11.1478288660006,25870,470.242202275365
2384.25945787585,11.1469892017526,25880,470.172978122998
2385.15662868188,11.1461495768340,25890,470.103764851492
2386.05386707254,11.1453099913023,25900,470.034562463943
2386.95117305484,11.1444704452153,25910,469.965370963449
2387.84854663577,11.1436309386305,25920,469.896190353107
2388.74598782234,11.1427914716055,25930,469.827020636017
2389.64349662155,11.1419520441982,25940,469.757861815280
2390.54107304038,11.1411126564662,25950,469.688713893995
2391.43871708583,11.1402733084674,25960,469.619576875267
2392.33642876487,11.1394340002596,25970,469.550450762199
2393.23420808450,11.1385947319005,25980,469.481335557895
2394.13205505168,11.1377555034482,25990,469.412231265460
2395.02996967340,11.1369163149605,26000,469.343137888002
2395.92795195661,11.1360771664954,26010,469.274055428629
2396.82600190829,11.1352380581108,26020,469.204983890448
2397.72411953539,11.1343989898649,26030,469.135923276571
2398.62230484488,11.1335599618157,26040,469.066873590108
2399.52055784370,11.1327209740213,26050,468.997834834171
2400.41887853882,11.1318820265398,26060,468.928807011874
2401.31726693716,11.1310431194295,26070,468.859790126331
2402.21572304569,11.1302042527484,26080,468.790784180656
2403.11424687133,11.1293654265550,26090,468.721789177967
2404.01283842101,11.1285266409075,26100,468.652805121381
2404.91149770168,11.1276878958641,26110,468.583832014016
2405.81022472026,11.1268491914833,26120,468.514869858991
2406.70901948366,11.1260105278234,26130,468.445918659429
2407.60788199882,11.1251719049429,26140,468.376978418449
2408.50681227264,11.1243333229002,26150,468.308049139176
2409.40581031203,11.1234947817539,26160,468.239130824733
2410.30487612391,11.1226562815625,26170,468.170223478244
2411.20400971517,11.1218178223846,26180,468.101327102836
2412.10321109271,11.1209794042787,26190,468.032441701637
2413.00248026344,11.1201410273035,26200,467.963567277773
2413.90181723424,11.1193026915177,26210,467.894703834375
2414.80122201200,11.1184643969801,26220,467.825851374573
2415.70069460361,11.1176261437493,26230,467.757009901498
2416.60023501593,11.1167879318842,26240,467.688179418282
2417.49984325586,11.1159497614436,26250,467.619359928059
2418.39951933026,11.1151116324864,26260,467.550551433964
2419.29926324599,11.1142735450715,26270,467.481753939133
2420.19907500993,11.1134354992577,26280,467.412967446701
2421.09895462893,11.1125974951042,26290,467.344191959808
2421.99890210985,11.1117595326698,26300,467.275427481591
2422.89891745954,11.1109216120137,26310,467.206674015191
2423.79900068484,11.1100837331949,26320,467.137931563749
2424.69915179261,11.1092458962725,26330,467.069200130407
2425.59937078968,11.1084081013058,26340,467.000479718308
2426.49965768289,11.1075703483538,26350,466.931770330596
2427.40001247907,11.1067326374758,26360,466.863071970418
2428.30043518504,11.1058949687311,26370,466.794384640918
2429.20092580763,11.1050573421791,26380,466.725708345246
2430.10148435367,11.1042197578789,26390,466.657043086548
2431.00211082996,11.1033822158901,26400,466.588388867976
2431.90280524332,11.1025447162719,26410,466.519745692680
2432.80356760055,11.1017072590839,26420,466.451113563811
2433.70439790846,11.1008698443856,26430,466.382492484522
2434.60529617385,11.1000324722364,26440,466.313882457968
2435.50626240351,11.0991951426960,26450,466.245283487303
2436.40729660424,11.0983578558239,26460,466.176695575684
2437.30839878282,11.0975206116797,26470,466.108118726268
2438.20956894603,11.0966834103231,26480,466.039552942213
2439.11080710065,11.0958462518139,26490,465.970998226678
2440.01211325347,11.0950091362117,26500,465.902454582824
2440.91348741124,11.0941720635764,26510,465.833922013812
2441.81492958074,11.0933350339677,26520,465.765400522806
2442.71643976873,11.0924980474455,26530,465.696890112968
2443.61801798196,11.0916611040698,26540,465.628390787463
2444.51966422720,11.0908242039003,26550,465.559902549457
2445.42137851118,11.0899873469971,26560,465.491425402118
2446.32316084066,11.0891505334202,26570,465.422959348612
2447.22501122238,11.0883137632296,26580,465.354504392110
2448.12692966308,11.0874770364853,26590,465.286060535781
2449.02891616948,11.0866403532476,26600,465.217627782797
2449.93097074833,11.0858037135765,26610,465.149206136329
2450.83309340634,11.0849671175322,26620,465.080795599551
2451.73528415023,11.0841305651749,26630,465.012396175638
2452.63754298672,11.0832940565650,26640,464.944007867766
2453.53986992253,11.0824575917626,26650,464.875630679110
2454.44226496436,11.0816211708281,26660,464.807264612849
2455.34472811892,11.0807847938219,26670,464.738909672161
2456.24725939290,11.0799484608043,26680,464.670565860226
2457.14985879301,11.0791121718359,26690,464.602233180225
2458.05252632593,11.0782759269771,26700,464.533911635340
2458.95526199835,11.0774397262884,26710,464.465601228755
2459.85806581695,11.0766035698303,26720,464.397301963653
2460.76093778842,11.0757674576635,26730,464.329013843220
2461.66387791942,11.0749313898486,26740,464.260736870642
2462.56688621663,11.0740953664462,26750,464.192471049107
2463.46996268671,11.0732593875170,26760,464.124216381802
2464.37310733633,11.0724234531218,26770,464.055972871919
2465.27632017214,11.0715875633213,26780,463.987740522646
2466.17960120080,11.0707517181764,26790,463.919519337177
2467.08295042895,11.0699159177479,26800,463.851309318703
2467.98636786324,11.0690801620966,26810,463.783110470420
2468.88985351031,11.0682444512836,26820,463.714922795522
2469.79340737680,11.0674087853697,26830,463.646746297204
2470.69702946933,11.0665731644159,26840,463.578580978665
2471.60071979454,11.0657375884833,26850,463.510426843102
2472.50447835905,11.0649020576330,26860,463.442283893715
2473.40830516947,11.0640665719261,26870,463.374152133704
2474.31220023242,11.0632311314236,26880,463.306031566272
2475.21616355451,11.0623957361868,26890,463.237922194619
2476.12019514235,11.0615603862770,26900,463.169824021951
2477.02429500254,11.0607250817553,26910,463.101737051471
2477.92846314168,11.0598898226830,26920,463.033661286386
2478.83269956635,11.0590546091215,26930,462.965596729903
2479.73700428315,11.0582194411322,26940,462.897543385230
2480.64137729865,11.0573843187764,26950,462.829501255575
2481.54581861945,11.0565492421156,26960,462.761470344149
2482.45032825211,11.0557142112112,26970,462.693450654164
2483.35490620321,11.0548792261249,26980,462.625442188832
2484.25955247931,11.0540442869181,26990,462.557444951365
2485.16426708697,11.0532093936524,27000,462.489458944979
2486.06905003276,11.0523745463895,27010,462.421484172890
