t,V,X
579.462357886481,10.8707667612336,400
580.382325861196,10.8699436011318,410
581.302363503482,10.8691205015932,420
582.222470818756,10.8682974626881,430
583.142647812434,10.8674744844867,440
584.062894489921,10.8666515670593,450
584.983210856620,10.8658287104763,460
585.903596917927,10.8650059148081,470
586.824052679230,10.8641831801252,480
587.744578145914,10.8633605064981,490
588.665173323356,10.8625378939973,500
589.585838216929,10.8617153426933,510
590.506572831998,10.8608928526568,520
591.427377173924,10.8600704239584,530
592.348251248060,10.8592480566688,540
593.269195059755,10.8584257508588,550
594.190208614350,10.8576035065991,560
595.111291917183,10.8567813239605,570
596.032444973582,10.8559592030139,580
596.953667788872,10.8551371438302,590
597.874960368371,10.8543151464802,600
598.796322717392,10.8534932110351,610
599.717754841240,10.8526713375658,620
600.639256745216,10.8518495261433,630
601.560828434614,10.8510277768388,640
602.482469914721,10.8502060897233,650
603.404181190820,10.8493844648681,660
604.325962268186,10.8485629023444,670
605.247813152090,10.8477414022235,680
606.169733847795,10.8469199645765,690
607.091724360559,10.8460985894749,700
608.013784695634,10.8452772769901,710
608.935914858265,10.8444560271935,720
609.858114853691,10.8436348401565,730
610.780384687147,10.8428137159506,740
611.702724363859,10.8419926546474,750
612.625133889048,10.8411716563184,760
613.547613267930,10.8403507210353,770
614.470162505713,10.8395298488698,780
615.392781607600,10.8387090398935,790
616.315470578787,10.8378882941782,800
617.238229424466,10.8370676117956,810
618.161058149819,10.8362469928177,820
619.083956760026,10.8354264373162,830
620.006925260259,10.8346059453631,840
620.929963655682,10.8337855170303,850
621.853071951456,10.8329651523898,860
622.776250152734,10.8321448515137,870
623.699498264662,10.8313246144739,880
624.622816292383,10.8305044413427,890
625.546204241030,10.8296843321921,900
626.469662115732,10.8288642870944,910
627.393189921612,10.8280443061218,920
628.316787663785,10.8272243893466,930
629.240455347361,10.8264045368410,940
630.164192977443,10.8255847486774,950
631.088000559129,10.8247650249283,960
632.011878097510,10.8239453656661,970
632.935825597670,10.8231257709632,980
633.859843064688,10.8223062408922,990
634.783930503636,10.8214867755256,1000
635.708087919579,10.8206673749360,1010
636.632315317577,10.8198480391961,1020
637.556612702683,10.8190287683785,1030
638.480980079944,10.8182095625559,1040
639.405417454400,10.8173904218013,1050
640.329924831086,10.8165713461872,1060
641.254502215029,10.8157523357866,1070
642.179149611251,10.8149333906725,1080
643.103867024767,10.8141145109175,1090
644.028654460586,10.8132956965949,1100
644.953511923709,10.8124769477775,1110
645.878439419133,10.8116582645385,1120
646.803436951847,10.8108396469508,1130
647.728504526835,10.8100210950877,1140
648.653642149073,10.8092026090224,1150
649.578849823532,10.8083841888279,1160
650.504127555174,10.8075658345777,1170
651.429475348959,10.8067475463449,1180
652.354893209837,10.8059293242030,1190
653.280381142752,10.8051111682253,1200
654.205939152643,10.8042930784852,1210
655.131567244441,10.8034750550561,1220
656.057265423072,10.8026570980117,1230
656.983033693453,10.8018392074253,1240
657.908872060499,10.8010213833707,1250
658.834780529113,10.8002036259214,1260
659.760759104196,10.7993859351512,1270
660.686807790640,10.7985683111336,1280
661.612926593331,10.7977507539425,1290
662.539115517149,10.7969332636516,1300
