a,t,,once,a,0.2,0.4,0.6,0.8
0.2,4347.076463,,,t,4347.076463,4329.664206,4339.26661,4366.523291
0.4,4329.664206,,twice,a,0.52,0.64,0.76,0.88
0.6,4339.26661,,,t,4329.664,4339.696,4361.491,4392.737
0.8,4366.523291,,,,,,,
,,,,,,,,
a,t,,,,,,,
0.2,2514.715829,,,,,,,
0.4,2524.747681,,,,,,,
0.6,2546.542123,,,,,,,
0.8,2577.789021,,,,,,,
,,,,,,,,
sum,4135.658424,,,,,,,
