T,X,V,WW
1005.79941855718,9530,13.2200970104008,5432.849942806503
1006.55672810220,9540,13.1891832255783,4971.708248519732
1007.31589664491,9550,13.1554278522438,4515.423935337614
1008.07708547292,9560,13.1192615071752,4063.727484729975
1008.84043485836,9570,13.0810608898460,3616.378605852962
1009.60606665974,9580,13.0411560345702,3173.1624102292153
1010.37408654384,9590,12.9998364112970,2733.8861788696477
1011.14458589567,9600,12.9573560932615,2298.3766133142476
1011.91764347070,9610,12.9139381620486,1866.4774850115082
1012.69332683218,9620,12.8697784845681,1438.0476149640729
1013.47169360800,9630,12.8250489688928,1012.9591290551531
1014.25279259491,9640,12.7799003846742,591.0959449508816
1015.03666473288,9650,12.7344648173396,172.3524546850246
1015.82334396798,9660,12.6888578123435,0.0
1016.62640689026,9670,12.2157909334759,0.0
1017.46060598102,9680,11.7593011297277,0.0
1018.32716771589,9690,11.3204163273430,0.0
1019.22723087970,9700,10.9002464040057,0.0
1020.16180140640,9710,10.4999576776566,0.0
1021.13657112016,9720,10.0177089236273,81.55896636082399
1022.15842902323,9730,9.55448398099887,167.04539224584272
1023.22984315084,9740,9.11243433257430,256.66395047479455
1024.35303807093,9750,8.69391400662504,350.59873757991375
1025.52983378532,9760,8.30138921835625,448.9998051414596
1026.76146051892,9770,7.93729694722395,551.9676913074783
1028.04836661368,9780,7.60385254410259,659.5373967314961
1029.39004760433,9790,7.30282060650670,771.6641550766174
1030.78493239860,9800,7.03528106483869,888.2140000534075
1032.23036185509,9810,6.80143708844200,1008.962072604181
1033.72268189141,9820,6.60051390955863,1133.6005060192078
1035.25744869866,9830,6.43078172802250,1261.7556708315522
1036.82971566546,9840,6.28970431044079,1393.012224262401
1038.43435180376,9850,6.17418050601314,1526.939758816131
1040.06633812247,9860,6.08082419016701,1663.117573016703
1041.72100138561,9870,6.00622726346617,1801.1541803114783
1043.39416634161,9880,5.94716676882308,1940.699985797763
1045.08222821059,9890,5.90074021106982,2081.453290837933
1046.78216073476,9900,5.86443265055347,2223.160913247381
1048.49148020011,9910,5.83613029593920,2365.615134000056
1050.20818468396,9920,5.81409849311472,2508.648582002171
1051.93068348580,9930,5.79694006236487,2652.1283072475435
1053.65772673215,9940,5.78354585906086,2795.9498763697657
1055.38834087728,9950,5.77304522526964,2940.0319673644703
1057.12177271879,9960,5.76476060076011,3084.311680850775
1058.85744256071,9970,5.75816819415979,3228.7406194390774
1060.59490603638,9980,5.75286514848122,3373.281693365446
1062.33382357036,9990,5.74854283042664,3517.9065662785733
1064.07393628637,10000,5.74496550150843,3662.593640864007
1065.81504719433,10010,5.74195351590158,3807.326486375673
1067.55700661181,10020,5.73937021599932,3952.092620472474
1069.29970093169,10030,5.73711178767438,4096.882570927286
1071.04304400522,10040,5.73509945042029,4241.689156028504
1072.78697055335,10050,5.73327347014975,4386.506934507667
1074.53143114135,10060,5.73158858381393,4531.331786101453
1076.27638835316,10070,5.73001051133663,4676.160592331572
1078.02181388327,10080,5.72851330134940,4820.990993910919
1079.76768632853,10090,5.72707731425451,4965.8212065894195
1081.51398951300,10100,5.72568769124704,5110.6498814835
1083.26071121786,10110,5.72433319318838,5255.475999216067
1085.00784221918,10120,5.72300532056366,5400.298789725516
1086.75537555901,10130,5.72169764682624,5545.11767154565
1088.50330599358,10140,5.72040531359951,5689.9322058448315
1090.25162957560,10150,5.71912464856756,5834.742061646797
1092.00034333817,10160,5.71785287631684,5979.5469895191045
1093.74944505569,10170,5.71658789956876,6124.346801671661
1095.49893306293,10180,5.71532813370085,6269.1413569063825
1097.24880611824,10190,5.71407238159811,6413.930549237279
1098.99906330006,10200,5.71281973901995,6558.714299287044
1100.74970392873,10210,5.71156952305202,6703.492547783607
1102.50072750735,10220,5.71032121801868,6848.265250644651
1104.25213367703,10230,5.70907443459981,6993.032375262815
1106.00392218314,10240,5.70782887893211,7137.793897698583
1107.75609284975,10250,5.70658432925892,7282.549800559319
1109.50864556035,10260,5.70534061828647,7427.300071396881
1111.26158024325,10270,5.70409761985327,7572.044701497164
1113.01489686056,10280,5.70285523885940,7716.783684965782
1114.76859539987,10290,5.70161340365912,7861.517018037524
1116.52267586797,10300,5.70037206031507,8006.244698554856
1118.12170854433,10310,6.80718972733103,8138.145643140351
1119.50983784548,10320,7.60068998783122,8252.622805472747
1120.77363616078,10330,8.22461991942010,8356.825392745077
1121.95264006430,10340,8.73885233055832,8454.018549818249
1123.06909323739,10350,9.17502035312502,8546.039365464108
1124.13705671616,10360,9.55221180201428,8634.049173738535
1125.16611770931,10370,9.88298215929659,8718.839828764158
1126.16317188205,10380,10.1761084566558,8800.980890465582
1127.13338067660,10390,10.4380110116655,8880.898684910368
1128.08072872846,10400,10.6735540152474,8958.922339806903
1129.00836901867,10410,10.8865272048889,9035.312290444916
1129.91884723039,10420,11.0799512264967,9110.278809660318
1130.81425344905,10430,11.2562796184232,9183.99453729678
1131.69632814157,10440,11.4175372019308,9256.603233619726
1132.56653826189,10450,11.5654177569546,9328.22606544273
1133.42613320603,10460,11.7013547342013,9398.966227977617
1134.27618679890,10470,11.8265735844065,9468.912412989208
1135.11762936600,10480,11.9421312350297,9538.141458013948
1135.95127261958,10490,12.0489463802263,9606.72040206519
1136.77782924059,10500,12.1478230748320,9674.708103226023
1137.59792848086,10510,12.2394693621337,9742.156527509322
1138.41212873507,10520,12.3245121604220,9809.111787413896
1139.22092777462,10530,12.4035092912027,9875.614987357556
1140.02477115604,10540,12.4769592955449,9941.702918308309
1140.82405918816,10550,12.5453095188007,10007.408633367728
